,B3C3,D1D2,D6D5,G3F3,G4F4
0,0.5000000956901502,0.5000000247948557,0.5000000779068432,0.5000000779068432,0.5000000865066787
1,0.4999990202955485,0.49999907908618185,0.4999989529900433,0.4999989529900433,0.5000004099231565
2,0.49999970475002964,0.4999999428250715,0.49999989389098426,0.49999989389098426,0.499999791363667
3,0.5000001225677729,0.5000000324818394,0.5000000544797321,0.5000000544797321,0.5000001014243476
4,0.5000021479956719,0.5000003587048311,0.5000005143534981,0.5000005143534981,0.5000014217719227
5,0.4999962071673066,0.49999969122818155,0.4999991478587791,0.4999991478587791,0.4999967720324121
6,0.4999992477977401,0.4999998373323036,0.49999971974625296,0.49999971974625296,0.499999485236675
7,0.4999986269899693,0.49999945771128934,0.4999994467718411,0.4999994467718411,0.4999990157277474
8,0.49999957620655266,0.499999914287026,0.49999986154479426,0.49999986154479426,0.49999972430413997
9,0.5000052638170782,0.499999395605047,0.5000018397831332,0.5000018397831332,0.5000027095714349
10,0.5001578119619724,0.5000905515063324,0.4999446849498559,0.4999446849498559,0.4997050280133744
11,0.4999994833157286,0.4999998895042944,0.4999998303246458,0.4999998303246458,0.4999996691745066
12,0.5000005846812559,0.5000000794482407,0.5000003600024437,0.5000003600024437,0.5000003670229782
13,0.5000088956906996,0.5000010601991282,0.5000024528136071,0.5000024528136071,0.5000060365319555
14,0.49999951509311635,0.49999989765625746,0.4999998274777449,0.4999998274777449,0.4999996686814574
15,0.49999836823994326,0.4999996336688022,0.49999931988553203,0.49999931988553203,0.4999989735904655
16,0.5000034853113555,0.530643365387171,0.5000015451640083,0.5000015451640083,0.5000026233288154
17,0.4999983482803757,0.59905369161835,0.4999997006875809,0.4999997006875809,0.4999994345474335
18,0.5000004390405391,0.6911550630759971,0.5257193804829897,0.5257193804829897,0.6002421664349422
19,0.49999760704011775,0.5379269962857545,0.4999971941369186,0.4999971941369186,0.4999981889806196
20,0.6900965113380368,0.6553296177983992,0.7055798207109554,0.7055798207109554,0.6472180490552123
21,0.5767594146360713,0.6834301014420909,0.6273455719792731,0.6273455719792731,0.6068181396864327
22,0.49999816963824667,0.5803011898686096,0.49999917260842447,0.49999917260842447,0.49999870675167774
23,0.49999523767848775,0.5055345002345217,0.499997554993781,0.499997554993781,0.49999654000411614
24,0.5000100811441572,0.49999091792861816,0.5000022189424077,0.5000022189424077,0.5000045694150972
25,0.49999950046350916,0.4999999138167668,0.4999997962009473,0.4999997962009473,0.4999996618536198
26,0.5000061955051461,0.5000023053027678,0.5000012704222193,0.5000012704222193,0.500005720838476
27,0.5000003254100993,0.5000000006521573,0.5000001211742552,0.5000001211742552,0.5000001861027952
28,0.5000024833612423,0.5000004992615046,0.5000009631009261,0.5000009631009261,0.5000018095347807
29,0.5000004644382167,0.5000002244686569,0.5000004681102796,0.5000004681102796,0.5000010134747682
30,0.5000019289992237,0.5000006471533603,0.5000007664986896,0.5000007664986896,0.5000017539109326
31,0.5000003300209362,0.500000003868648,0.5000001220171021,0.5000001220171021,0.5000001901777148
32,0.49999852495217195,0.4999996805332228,0.4999994437491723,0.4999994437491723,0.4999989395048653
33,0.5000012897546694,0.5000002671070333,0.5000004985817025,0.5000004985817025,0.5000008576931237
34,0.49999734530683,0.4999993647381975,0.49999900967880434,0.49999900967880434,0.4999981742992367
35,0.5000007772822497,0.5000001203181712,0.5000002763401769,0.5000002763401769,0.5000005629942572
36,0.5000001978912579,0.5000000375715331,0.5000000625682891,0.5000000625682891,0.5000001403413904
37,0.5000005010254748,0.5000011264341665,0.5000006755800855,0.5000006755800855,0.5000003629358376
38,0.4999995015558468,0.4999998773419924,0.49999977077330526,0.49999977077330526,0.4999996047876564
39,0.5000003275043504,0.5000001073682383,0.5000000929142328,0.5000000929142328,0.500000269331734
40,0.49999971155270106,0.4999999399907404,0.4999999069204805,0.4999999069204805,0.4999997901492637
41,0.5000011253515282,0.5000012906613678,0.5000028274806713,0.5000028274806713,0.4999975275589586
42,0.5000001599066624,0.5000000281933805,0.5000000513477766,0.5000000513477766,0.5000001063189912
43,0.4999940038463537,0.49999906496698826,0.499998253322667,0.499998253322667,0.4999957745394357
44,0.4999996011831104,0.49999990321076043,0.4999998495741271,0.4999998495741271,0.49999972001242093
